GSA SFP Name,GSA SFP Key,NIST Name,NIST Category,Treasury Bureau Name,Treasury Agency Short Name,OMB Name,OMB Category,OMB Sub-Category,Parent,GSA SFP Entity Type,OMB Agency Code,OMB Bureau Code,Treasury Agency Code,Treasury Bureau Code,CGAC Agency Code,NIST Agency Code,NIST Bureau Code,OMB Agency Code Owner,OMB Bureau Code Owner,Treasury Agency Code Owner,Treasury Bureau Code Owner,CGAC Agency Code Owner,NIST Agency Code Owner,NIST Bureau Code Owner
USDA Agricultural Marketing Service (AMS),116,Agricultural Marketing Service,,AGRICULTURAL MARKETING SERVICE,AGRICULTURE,Agricultural Marketing Service,Department of Agriculture,,USDA Under Secretary for Marketing and Regulatory Programs,Bureau,005,45,12,03,012,12,K2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
USDA Animal and Plant Health Inspection Service (APHIS),117,Animal and Plant Health Inspection Service,,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,AGRICULTURE,Animal and Plant Health Inspection Service,Department of Agriculture,,USDA Under Secretary for Marketing and Regulatory Programs,Bureau,005,32,12,34,012,12,K3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"USDA Grain Inspection, Packers and Stockyards Administration (GIPSA)",118,"Grain Inspection, Packers and Stockyards Administration",,"FEDERAL GRAIN INSPECTION, PACKERS, AND STOCKYARDS ADMIN.",AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",Department of Agriculture,,USDA Under Secretary for Marketing and Regulatory Programs,Bureau,005,37,12,26,012,12,K4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Land-Grant Colleges and Tuskegee University,119,Land grant colleges and Tuskegee Institute,Federally Aided Organization,,,,,,USDA National Institute of Food and Agriculture (NIFA),Carrier,005,20,12,52,012,12,91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Department of Commerce (DOC),120,"COMMERCE, Department of",,DEPARTMENT OF COMMERCE,COMMERCE,Department of Commerce,Department of Commerce,,Federal Executive Branch,Agency,006,00,13,00,013,13,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Office of the Secretary,121,Office of the Secretary,,OFFICE OF THE SECRETARY,COMMERCE,Departmental Management,Department of Commerce,,US Department of Commerce (DOC),Bureau,006,05,13,01,013,13,01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Deputy Secretary,122,,,,,,,,DOC Office of the Secretary,Bureau,006,05,13,01,013,13,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Chief of Staff,123,,,,,,,,DOC Deputy Secretary,Bureau,006,05,13,01,013,13,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Office of the General Counsel (OGC),124,Office of the General Counsel,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Office of the Inspector General (OIG),125,Office of the Inspector General,,CD OIG,COMMERCE,,,,DOC Chief of Staff,Bureau,006,05,13,13,013,13,04,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
DOC Ofc of the Chief Financial Officer & Assistant Secretary for Administration,126,Office of the Chief Financial Officer & Assistant Secretary for Administration,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Assistant Secretary for Legislative and Intergovernmental Affairs,127,,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Office of the Chief Information Officer (OCIO),128,,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Under Secretary for Economic Affairs,129,Economic and Statistics Administration/Under Secretary for Economic Affairs,,ECONOMIC AFFAIRS,COMMERCE,,,,DOC Chief of Staff,Bureau,006,05,13,15,013,13,14,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
DOC Economics and Statistics Administration (ESA),130,Economic and Statistics Administration/Under Secretary for Economic Affairs,,,,Economics and Statistics Administration,Department of Commerce,,DOC Under Secretary for Economic Affairs,Bureau,006,08,13,15,013,13,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
DOC Bureau of Economic Analysis (BEA),131,Bureau of Economic Analysis,,,,,,,DOC Economics and Statistics Administration (ESA),Bureau,006,08,13,15,013,13,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Census Bureau (USCB),132,Bureau of the Census,,BUREAU OF THE CENSUS,COMMERCE,Bureau of the Census,Department of Commerce,,DOC Economics and Statistics Administration (ESA),Bureau,006,07,13,04,013,13,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Chief Economist,133,Chief Economist,,,,,,,DOC Economics and Statistics Administration (ESA),Bureau,006,08,13,15,013,13,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Assistant Secretary for Economic Development,134,Economic Development Administration/Assistant Secretary for Economic Development,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Economic Development Administration (EDA),135,Economic Development Administration/Assistant Secretary for Economic Development,,ECONOMIC DEVELOPMENT ADMINISTRATION,COMMERCE,Economic Development Administration,Department of Commerce,,DOC Assistant Secretary for Economic Development,Bureau,006,06,13,20,013,13,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Under Secretary for International Trade,136,International Trade Administration/Under Secretary for International Trade,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC International Trade Administration (ITA),137,International Trade Administration/Under Secretary for International Trade,,INTERNATIONAL TRADE ADMINISTRATION,COMMERCE,International Trade Administration,Department of Commerce,,DOC Under Secretary for International Trade,Bureau,006,25,13,12,013,13,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Assistant Secretary for Market Access and Compliance,138,,,,,,,,DOC International Trade Administration (ITA),Bureau,006,25,13,12,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Assistant Secretary for Import Administration,139,,,,,,,,DOC International Trade Administration (ITA),Bureau,006,25,13,12,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Assistant Secretary for Trade Promotion,140,,,,,,,,DOC International Trade Administration (ITA),Bureau,006,25,13,12,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Foreign & Commercial Service,141,,,,,,,,DOC Assistant Secretary for Trade Promotion,Bureau,006,25,13,12,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Assistant Secretary for Manufacturing and Services,142,,,,,,,,DOC International Trade Administration (ITA),Bureau,006,25,13,12,013,13,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Under Secretary for Industry and Security,144,,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Assistant Secretary for Export Administration,145,,,,,,,,DOC Bureau of Industry and Security (BIS),Bureau,006,30,13,01,013,13,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Assistant Secretary for Export Enforcement,146,,,,,,,,DOC Bureau of Industry and Security (BIS),Bureau,006,30,13,01,013,13,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOC Bureau of Industry and Security (BIS),147,Under Secretary for Export Administration/Bureau of Industry and Security,,,,Bureau of Industry and Security,Department of Commerce,,DOC Under Secretary for Industry and Security,Bureau,006,30,13,01,013,13,51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
DOC Under Secretary of Commerce for Standards and Technology,148,Technology Administration/Under Secretary of Technology,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
National Institute of Standards and Technology (NIST),149,National Institute of Standards and Technology,,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,COMMERCE,National Institute of Standards and Technology,Department of Commerce,,DOC Under Secretary of Commerce for Standards and Technology,Bureau,006,55,13,06,013,13,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC National Technical Information Service (NTIS),150,National Technical Information Service,,NATIONAL TECHNICAL INFORMATION SERVICES,COMMERCE,National Technical Information Service,Department of Commerce,,DOC Under Secretary of Commerce for Standards and Technology,Bureau,006,54,13,08,013,13,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Assistant Secretary for Technology Policy,151,Assistant Secretary for Technology Policy,,,,,,,DOC Under Secretary of Commerce for Standards and Technology,Bureau,006,05,13,01,013,13,43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Under Secretary for Oceans and Atmosphere,152,National Oceanic and Atmospheric Administration/Under Secretary for Oceans and Atmosphere,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC Assistant Secretary for Oceans and Atmosphere,153,,,,,,,,DOC Under Secretary for Oceans and Atmosphere,Bureau,006,05,13,01,013,13,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Oceanic and Atmospheric Administration (NOAA),154,National Oceanic and Atmospheric Administration/Under Secretary for Oceans and Atmosphere,,NATIONAL OCEANIC ATMOSPHERIC ADMINISTRATION,COMMERCE,National Oceanic and Atmospheric Administration,Department of Commerce,,DOC Assistant Secretary for Oceans and Atmosphere,Bureau,006,48,13,14,013,13,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Assistant Secretary for Communications and Information,155,National Telecommunication and Information Administration/Assistant Secretary for Communications and Information,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOC National Telecommunications and Information Administration (NTIA),156,National Telecommunication and Information Administration/Assistant Secretary for Communications and Information,,NATIONAL TELECOMMUNICATIONS INFORMATION ADMINISTRATION,COMMERCE,National Telecommunications and Information Administration,Department of Commerce,,DOC Assistant Secretary for Communications and Information,Bureau,006,60,13,05,013,13,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Under Secretary for Intellectual Property,157,Patent and Trademark Office/Under Secretary for Intellectual Property,,,,,,,DOC Chief of Staff,Bureau,006,05,13,01,013,13,44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Patent and Trademark Office (USPTO),158,Patent and Trademark Office/Under Secretary for Intellectual Property,,PATENT AND TRADEMARK OFFICE,COMMERCE,U.S. Patent and Trademark Office,Department of Commerce,,DOC Under Secretary for Intellectual Property,Bureau,006,51,13,10,013,13,44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOC Minority Business Development Agency (MBDA),159,Minority Business Development Agency,,MINORITY BUSINESS DEVELOPMENT AGENCY,COMMERCE,Minority Business Development Agency,Department of Commerce,,DOC Chief of Staff,Bureau,006,40,13,02,013,13,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Committee for the Implementation of Textile Agreements (CITA),160,Committee for the Implementation of Textile Agreements,Associated Federal Organizations,,,,,,DOC International Trade Administration (ITA),Bureau,006,25,13,12,013,13,63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Export Administration Review Board (EARB),161,Export Administration Review Board,Associated Federal Organizations,,,,,,DOC Office of the Secretary,Bureau,006,05,13,01,013,13,65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Department of Defense (DOD),162,"DEFENSE, Department of (except military departments)",,,,Defense-wide,,,Federal Executive Branch,Agency,,,97,,,97,00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Office of the Secretary of Defense (OSD),163,Office of the Secretary of Defense,,,,,,,Secretary of Defense,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOD Office of the Inspector General (OIG),164,Office of the Inspector General,,,,,,,Secretary of Defense,Bureau,,,97,,,97,EX,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Joint Chiefs of Staff (JCS),165,Organization of the Joint Chiefs of Staff,,,,,,,Secretary of Defense,Bureau,,,97,,,97,BJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Advanced Research Projects Agency (DARPA),166,Defense Advanced Research Projects Agency,Defense Agencies,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,AE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Missile Defense Agency (MDA),167,Missile Defense Agency,Defense Agencies,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,JC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Commissary Agency (DCA),169,Defense Commissary Agency,Defense Agencies,,,,,,DOD Under Secretary for Personnel & Readiness (USD(P&R)),Bureau,,,97,,097,97,AZ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Contract Audit Agency (DCAA),170,Defense Contract Audit Agency,Defense Agencies,,,,,,DOD Under Secretary (Comptroller)/Chief Financial Officer (USD(C)/CFO),Bureau,,,97,,097,97,AR,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Contract Management Agency (DCMA),171,Defense Contract Management Agency,Defense Agencies,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Finance and Accounting Service (DFAS),172,Defense Finance and Accounting Service,Defense Agencies,,,,,,DOD Under Secretary (Comptroller)/Chief Financial Officer (USD(C)/CFO),Bureau,,,97,27,097,97,BZ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Information Systems Agency (DISA),173,Defense Information Systems Agency,Defense Agencies,,,,,,DOD Chief Information Officer (DOD CIO),Bureau,,,97,,097,97,AK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Intelligence Agency (DIA),174,Defense Intelligence Agency,Defense Agencies,,,,,,DOD Under Secretary for Intellignece (USD(I)),Bureau,,,97,,097,97,DL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Security Service (DSS),175,Defense Security Service,Defense Agencies,,,,,,DOD Under Secretary for Intellignece (USD(I)),Bureau,,,97,18,097,97,AV,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Legal Services Agency (DLSA),176,Defense Legal Services Agency,Defense Agencies,,,,,,Office of the Secretary of Defense (OSD),Bureau,,,97,,097,97,AQ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Logistics Agency (DLA),177,Defense Logistics Agency,Defense Agencies,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,AS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
National Geospatial-Intelligence Agency (NGIA),178,National Geospatial-Intelligence Agency,Defense Agencies,,,,,,DOD Under Secretary for Intellignece (USD(I)),Bureau,,,97,16,097,97,AB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Security Cooperation Agency (DSCA),179,Defense Security Cooperation Agency,Defense Agencies,,,,,,DOD Under Secretary for Policy (USD(P)),Bureau,,,97,,097,97,AT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
National Security Agency/Central Security Service (NCA/CSS),180,National Security Agency/Central Security Service,Defense Agencies,,,,,,DOD Under Secretary for Intellignece (USD(I)),Bureau,,,97,,097,97,CG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Threat Reduction Agency (DTRA),181,Defense Threat Reduction Agency,Defense Agencies,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,14,097,97,61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOD Pentagon Force Protection Agency (PFPA),183,Pentagon Force Protection Agency,Defense Agencies,,,,,,DOD Director of Administration and Management (DA&M),Bureau,,,97,,097,97,65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Media Activity (DMA),184,American Forces Information Service,Field Activities of the Department of Defense,,,,,,DOD Assistant Secretary for Public Affairs (ASD(PA)),Bureau,,,97,,097,97,F1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Prisoner of War/Missing Personnel Office,185,Defense Prisoner of War/Missing Personnel Office,Field Activities of the Department of Defense,,,,,,DOD Under Secretary for Policy (USD(P)),Bureau,,,97,,097,97,58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Technology Security Administration (DTSA),186,Defense Technology Security Administration,Field Activities of the Department of Defense,,,,,,DOD Assistant Secretary for Global Strategic Affairs (ASD(GSA)),Bureau,,,97,,097,97,AU,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Human Resources Activity (DHRA),187,Defense Human Resources Activity,Field Activities of the Department of Defense,,,,,,DOD Under Secretary for Personnel & Readiness (USD(P&R)),Bureau,,,97,,097,97,48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOD Education Activity,188,Department of Defense Education Activity,Field Activities of the Department of Defense,,,,,,DOD Under Secretary for Personnel & Readiness (USD(P&R)),Bureau,,,97,,097,97,F2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOD Office of Economic Adjustment (OEA),189,Office of Economic Adjustment,Field Activities of the Department of Defense,,,,,,DOD Deputy Under Secretary for Installations and Environment (DUSD(I&E)),Bureau,,,97,,097,97,F6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Washington Headquarters Services (WHS),190,Washington Headquarters Services,Field Activities of the Department of Defense,,,,,,DOD Director of Administration and Management (DA&M),Bureau,,,97,,097,97,F5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Health Agency (DHA) (TRICARE),191,TRICARE Management Activity,Field Activities of the Department of Defense,,,,,,DOD Assistant Secretary for Health Affairs (ASD(HA)),Bureau,,,97,,097,97,60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense Technical Information Center (DTIC),193,Defense Technical Information Center ,Field Activities of the Department of Defense,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,74,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Court of Appeals for the Armed Forces ,194,U.S. Court of Appeals for the Armed Forces ,Other Activities/Organizations,,,,,,Federal Judicial Branch,Bureau,002,,10,00,010,97,GZ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Army/Air Force Exchange Service ,195,Army/Air Force Exchange Service ,Other Activities/Organizations,,,,,,DOD Under Secretary for Personnel & Readiness (USD(P&R)),Bureau,,,97,,097,97,36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Unified Combatant Commands (UCC) ,196,Unified Combatant Command Headquarters ,Other Activities/Organizations,,,,,,Secretary of Defense,Bureau,,,97,,,97,67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
National Defense University (NDU),197,National Defense University ,Other Activities/Organizations,,,,,,Joint Chiefs of Staff (JCS),Bureau,,,97,,,97,69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Armed Forces Radiobiology Research Institute (AFRRI),198,Armed Forces Radiobiology Research Institute ,Other Activities/Organizations,,,,,,Uniformed Services University of the Health Sciences (USU),Bureau,,,97,,097,97,70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Defense MicroElectronics Activity (DMEA),199,Defense Microelectronics Activity ,Other Activities/Organizations,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,71,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DIA Virginia Contracting Activity (VACA),201,Virginia Contracting Activity ,Other Activities/Organizations,,,,,,Defense Intelligence Agency (DIA),Bureau,,,97,,097,97,73,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Department of the Air Force (USAF),202,"AIR FORCE, Department of the (Headquarters, USAF)",,,,Air Force,,,Secretary of Defense,Agency,,,57,,057,57,00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Secretary of the Air Force (SECAF),203,,,,,,,,US Department of the Air Force (USAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Under Secretary of the Air Force (USECAF),204,,,,,,,,Secretary of the Air Force (SECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
